type,type_title,type_flags,type_pro_training,name,distance,city,country,phone,state,street,zip,country_flag,email,logo_url,more_url,longitude,latitude,web_url,images
DC,,mares_lab scubadiving,0,SPORT SUB VIAREGGIO,0,VIAREGGIO,IT,+39 0584 388191 ,LU,"Via Dei Pescatori, 9/c",55049,,info@sportsub.it,,,10.244777,43.861704,https://www.sportsub.it/,[]
DC,,scubadiving,0,SUB LEVANTE BARI,0,BARI,IT,+39 080 523 8421 ,BA,"Largo Bruno Giordano, 63",70121,,sublevante@gmail.com,,,16.875294,41.124063,https://www.facebook.com/Sub-Levante-548507542002756/,[]
DC,,mares_lab scubadiving horizon,0,Scuba Diving,0,Otranto,IT,+39 0836 80 27 40 / +39 349 39 25 004 / +39 348 37 04 307 ,LE,"Via del Porto, 1",73028,,info@scubadiving.it,,,18.494456,40.144487,http://www.scubadiving.it/,[]
DC,,scubadiving,0,MADDALUNO MARE,0,Pozzuoli,IT,+39 081  526 2482 ,NA,"Via dell'Emporio, 4",80078,,info@maddalunomare.it,,,14.118836,40.823424,https://www.facebook.com/MaddalunoMare/,[]
DC,,scubadiving,0,MARESCA,0,SORRENTO,IT,+39 081  807 3079 ,NA,Corso Italia 23/27,80067,,ra.mar@alice.it,,,14.369875,40.624628,,[]
DC,,mares_lab scubadiving,0,PELAGOS SUB,0,Roma,IT,+39 347 711 4329 / +39 06 704 50604 ,RM,VIA ETRURIA 52,183,,info@pelagossub.com,,,12.509099,41.879989,https://www.pelagossub.it/,[]
DC,,scubadiving,0,PESCA SPORT,0,CASTIGLIONCELLO,IT,+39 0586 751123 ,LI,"VIA RENATO FUCINI, 36",57016,,comunica@pescasport.biz,,,10.409112,43.405787,https://www.pescasport.biz/,[]
DC,,scubadiving,0,SPORT LAND,0,LI PUNTI - SASSARI,IT,+39 079 395439 ,SS,"VIA DOMENICO MILLELIRE, 3",7100,,info@sportland.it,,,8.52207,40.74968,https://www.sportland-ss.com/,[]
DC,,mares_lab scubadiving,0,TOMASI,0,NETTUNO,IT,+39 06 988 0912 ,RM,"VIA ISONZO, 18",48,,tomasi.nettuno@gmail.com,,,12.655254,41.45877,https://www.tomasicacciapescasub.com/,[]
DC,,scubadiving,0,NAUTICA RESTIVO,0,SANTA FLAVIA,IT,+39 338 716 7280 ,PA,VIA V. EMANUELE ORLANDO 13,90017,,monikarestivo@libero.it,,,13.530327,38.084006,,[]
DC,,mares_lab scubadiving,0,BLUSUB SNC,0,VICENZA,IT,+39 0444 911217 / +39 339 4406669 ,VI,"STRADA CA' BALBI, 76/78",36100,,info@blusub.it,,,11.591048,45.539471,http://www.blusub.it,[]
DC,,mares_lab scubadiving horizon,0,UN'ONDA NEL BLU,0,PROVAGLIO D'ISEO,IT,+39 338 7770369 / +39 030 9883326 ,BS,PIAZZA PORTICI 10,25050,,marco@unondanelblu.it,,,10.043461,45.634114,http://www.unondanelblu.it/,[]
DC,,mares_lab scubadiving,0,LA BOA DI TESTINI GIOVANNA,0,TORRE CANNE,IT,+39 080 482 0217 ,BR,"VIA DEL FARO,  139",72010,,divinglaboa@alice.it,,,17.467436,40.839765,,[]
DC,,mares_lab scubadiving,0,NAUTICA SUBACQUEA PESCA COLELLI,0,PORTO CESAREO,IT,+39 0833 850342 ,LE,"VIA G.GARIBALDI, 104/106",73010,,massimo.colelli@tiscali.it,,,17.894094,40.260126,http://www.nauticasubacqueapescacolelli.it/,[]
DC,,mares_lab scubadiving horizon,0,Dive Blu Bari,0,Bari,IT,+39 080 96 42 897 / +39 080 96 41  835 ,BA,Via Ignazio Lojacono 10/12,70126,,info@diveblushop.com,,,16.889259,41.090569,https://www.diveblushop.com/,[]
DC,,mares_lab scubadiving,0,PAPE' SAS,0,POZZALLO,IT,+39 0932 953034 ,RG,VIA DELL'ARNO 31,97016,,pape@papepozzallo.it,,,14.849373,36.729788,,[]
DC,,mares_lab scubadiving,0,SPORT MARE,0,CASA SANTA,IT,+39 0923 539688 ,TP,"VIA CESARE BATTISTI, 8",91016,,sportmaremonaco@libero.it,,,12.548236,38.017389,http://www.sportmare.net/,[]
DC,,mares_lab dc scubadiving horizon,0,PELLICANO MARE,0,Roma,IT,+39 06 3545 0053 ,,"VIALE DELLE MEDAGLIE D'ORO,160 A/B/C",136,,info@pellicanomare.it,,,12.443098,41.915385,http://www.pellicanomare.it,[]
DC,,mares_lab scubadiving,0,Dive Planet Club,0,RIMINI,IT,+39 0541 21506 / +39 329 4330331 / +39 338 9021337 ,RN,"Viale Ortigara, 59",47900,,info@diveplanet.org,,,12.572394,44.074635,http://www.diveplanet.org,[]
DC,,scubadiving,0,EDOSUB DI LA ROCCA EDOARDO,0,Meta,IT,+39 081 532 1566 / +39 3318462528 ,NA,Via A. Cosenza 104/106,80062,,info@edosub.it,,,14.407849,40.64545,http://www.edosub.it,[]
DC,,mares_lab dc scubadiving,0,SUB MANIA - AGROPOLI,0,AGROPOLI,IT,+39 338 598 8825 / +39 333 132 0960 ,SA,"VIA SALERNO, 19",84043,,submaniaagropoli@gmail.com,,,14.991341,40.351808,http://www.submaniaagropoli.it/,[]
DC,,scubadiving,0,Planet Multi Store,0,PRATO,IT,+39 0574 23395 ,PO,"Via Simintendi, 2",59100,,assistenza@planetmultistore.com,,,11.100948,43.875902,https://www.planetmultistore.com/,[]
DC,,scubadiving,0,ISSIMO SPORT SRL,0,PADOVA,IT,+39 049 755288 ,PD,VIA VERGERIO 36/40,35126,,info@issimosport.it,,,11.885506,45.393787,http://www.issimosport.it,[]
DC,,scubadiving,0,TROPICAL STORE,0,RACALE,IT,+39 0833 55 24 72 ,LE,"Via Ferrara, 15",73055,,info@tropical-store.com,,,18.104467,39.962713,http://www.tropical-store.com,[]
DC,,mares_lab scubadiving,0,DIVING CENTER SARACEN PALERMO,0,PALERMO,IT,+39 347 728 3341 / +39 335 782 6436 / +39 329 398 2687 ,PA,Corso Calatafimi 317,90129,,isola@divingcentersaracen.com,,,13.341548,38.10753,http://www.divingcentersaracen.com/,[]
DC,,mares_lab scubadiving,0,SIMONSUB,0,Castrovillari,IT,+39 340 665 4527 ,CS,"VIA  F. BRANCA, 12",87012,,info@simonsub.com,,,16.203287,39.813345,http://www.simonsub.com/contatti.html,[]
DC,,mares_lab scubadiving,0,RED'S SWIMMING AND DIVING SHOP,0,FAENZA,IT,+39 0546 791190 ,RA,VIA OBERDAN 4/B,48018,,red.max@evomail.it,,,11.870907,44.290728,https://www.red-max.it/,[]
DC,,scubadiving,0,PUNTO SPORT,0,NAPOLI,IT,+39 081 751 5366 ,NA,VIA ARENACCIA 255 A/B,80141,,punto_sport@virgilio.it,,,14.268839,40.866764,https://puntosport.webnode.it/,[]
DC,,scubadiving,0,PUNTO SUB,0,TORINO,IT,+39 011  521 4100 ,TO,"Lungo Dora Siena, 8",10153,,info@puntosub.it,,,7.691815,45.075067,http://www.puntosub.it/,[]
DC,,scubadiving,0,Blu Profondo,0,Palermo,IT,+39 327 751 7441 ,,"Viale Strasburgo, 36",90146,,bluprofondo.costa@yahoo.it,,,13.332097,38.150202,http://www.bluprofondo.it,[]
DC,,mares_lab scubadiving,0,SPORTISSIMO MILANO,0,MILANO,IT,+39 02 58305014 ,MI,"VIA RIPAMONTI, 15",20136,,info@sportissimomilano.com,,,9.197482,45.449014,http://www.sportissimomilano.com/,[]
DC,,mares_lab scubadiving,0,SPORTLIFEE,0,TRENTO,IT,+39 0461 261574 ,TN,"VIA G.BRUNNER, 2",38121,,trento@sportlifee.com,,,11.114458,46.090727,https://www.sportlifee.com/,[]
DC,,scubadiving,0,C.D.M. STORE S.R.L,0,Martignacco,IT,+39 0432 544571 ,UD,"Via A. Bardelli, 4",30035,,info@megaintersport.it,,,13.183379,46.08527,https://www.megaintersport.it/,[]
DC,,scubadiving,0,SUB IN CITTA’,0,ASSAGO,IT,+39 02 3652 9006 ,MILAN,"VIA DELLA RESISTENZA, 3",20090,,info@subincitta.it,,,9.117774,45.410577,http://subincitta.it,[]
DC,,scubadiving,0,DIMENSIONE PESCA,0,BRINDISI,IT,+39 0831 413248 ,BR,"VIA AMMIRAGLIO CAGNI, 36",72100,,info@dimensionepesca.com,,,17.943721,40.646577,https://www.dimensionepesca.com/it/,[]
DC,,scubadiving,0,OK SPORT,0,MESAGNE,IT,+39 0831 77 77 20 ,BR,"VIA MANFREDI SVEVO, 84",72023,,okpescasport@gmail.com,,,17.807436,40.558557,https://www.okpescasport.it/,[]
DC,,scubadiving,0,STYLE SPORT 2,0,MAGLIE,IT,+39 0836 483057 ,LE,"VIA UNITA' D'ITALIA, 6",73024,,stylesport2@gmail.com,,,18.30102,40.118264,https://stylesport2.com/,[]
DC,,,0,Ciaramaglia,0,Gaeta,IT,+39 0771 470009 ,LT,"Lungomare Caboto, 328-332",4024,,info@ciaramaglia.it,,,13.566578,41.226378,http://www.ciaramaglia.it/,[]
DC,,scubadiving,0,Acqua Blu Sub,0,Ravenna,IT,+ 39 392 625 5451 ,RA,VIA A. DE GASPERI 37,48121,,INFO@ACQUABLUSUB.COM,,,12.198286,44.414531,http://www.acquablusub.com/,[]
DC,,scubadiving,0,SUB TECNO FLUID S.A.S. DI LUONGO ANTONIO,0,NAPOLI,IT,+39 081 570 6716 ,NA,"VIA SBARCATOIO NISIDA, 7",80124,,montano81@hotmail.it,,,14.174992,40.8014,,[]
DC,,scubadiving,0,GIO MARE,0,CASTELLAMMARE DI STABIA,IT,+39 081 801 8546 ,NA,"VIA A. DE GASPERI, 174",80053,,tonygiomare@hotmail.it,,,14.482745,40.705809,,[]
DC,,scubadiving,0,MOTONAUTICA NERONE,0,MONDRAGONE,IT,+39 0823 978884 ,CE,"VIA DOMITIANA, 254",81034,,info@motonauticanerone.it,,,13.884089,41.112317,http://www.motonauticanerone.it/,[]
DC,,scubadiving,0,PESCA E NAUTICA COSTAGLIOLA,0,MONTE DI PROCIDA,IT,+39 081 868 3589 / +39 366 232 1521 ,NA,"VIA G. MARCONI, 76",80070,,pescanautica@yahoo.it,,,14.043737,40.793434,,[]
DC,,scubadiving,0,GIBARSUB,0,ANGRI,IT,+39 327 061 7361 ,SA,"VIA BRIGADIERE D'ANNA, 116",84012,,info@gibarsub.com,,,14.576549,40.735599,https://www.gibarsub.it/,[]
DC,,scubadiving,0,SPAZIO BLU S.A.S.,0,TORINO,IT,+39 011 415 7324 ,TO,"VIA G. FIOCCHETTO,14",10152,,info@spazioblu.net,,,7.687809,45.076202,https://www.spazioblu.net/it/,[]
DC,,scubadiving,0,A..MARE MARE,0,QUARTU SANT'ELENA,IT,+39 070 814238 ,CA,VIA FIUME 152/154,9045,,amaremare1@gmail.com,,,9.198494,39.236677,,[]
DC,,scubadiving,0,Deep Blue Freediving & Spearfishing,0,Varese,IT,+39  0332 1893582 ,VA,"VIA LUIGI SACCO, 16",21100,,info@deepbluesub.com,,,8.822619,45.819286,https://deepbluesub.com/,[]
DC,,scubadiving,0,Shark Point,0,Castellanza,IT,+39 0331  670503 / +39 351 599 3192 ,VA,Via Buon Gesù 29/A,21053,,info@sharkpoint.it,,,8.881553,45.614803,http://www.sharkpoint.it/,[]
DC,,scubadiving,0,PARISI SUB,0,CASTELNUOVO DEL GARDA,IT,+39 045 7570069 ,VR,"VIA G. GALILEI, 22",37014,,info@parisisub.com,,,10.76427,45.429313,http://www.parisisub.com,[]
DC,,scubadiving,0,PASSIONE SUB,0,Verona,IT,+39 045 890 4422 ,VR,"VIALE STANGA, 19",37139,,divelollo@gmail.com,,,10.943171,45.446379,,[]
DC,,mares_lab scubadiving,0,Dive Store Riccione,0,Riccione,IT,+39 334 1807822 ,RN,Viale Puglia 26A,47838,,riccione@divestore.it,,,12.672893,43.985576,http://www.divestore.it/,[]
DC,,dc horizon,0,Diving Center - Gruppo Nasim,0,CIVITAVECCHIA,IT,+39 337 754 597 ,RM,PORTO RIVA DI TRAIANO,53,,info@grupponasim.it,,,11.815718,42.06161,http://www.grupponasim.it/,[]
DC,,scubadiving,0,Dive Blu Barletta,0,Barletta,IT,+39 348 475 8196 ,BT,"Corso Cavour, 110",76121,,barletta@diveblushop.it,,,16.300193,41.228346,http://diveblushop.it,[]
DC,,scubadiving,0,Dive Blu Monopoli,0,Monopoli,IT,+39 080 937 3096 ,,Viale Aldo Moro 67/9,70043,,monopoli@diveblushop.it,,,17.287929,40.950208,http://diveblushop.it,[]
DC,,scubadiving,0,Dive Blu Taranto,0,Talsano,IT,+39 099 731 1176 ,Taranto,"Viale Europa, 94",74122,,taranto@diveblushop.it,,,17.284282,40.400754,http://www.diveblushop.it,[]
DC,,scubadiving,0,DIVING CENTER SERVICE NEREO SUB,0,SPOTORNO,IT,+39 335 549 3097 / +39 019 741434 ,SAVONA,"VIA BERNINZONI, 124",17028,,nereosub@gmail.com,,,8.424185,44.231451,http://www.nereosub.com/,[]
DC,,,0,TERRANOVA SRL,0,Rimini,IT,+39 0541 1646 304 ,RN,"VIA TEODORICO, 7",47922,,info@mareshop.eu,,,12.537892,44.071919,http://www.mareshop.eu,[]
DC,,,0,SUB EVOLUTION,0,Bacoli,IT,+39 081  854 9300 ,NA,"VIA LUCULLO, 45",80070,,info@subevolution.it,,,14.071193,40.816662,https://www.subevolution.it/,[]
DC,,,0,ACQUE LIMPIDE SHOP,0,Catania,IT,+39 095 539 947 ,CT,"VIALE AFRICA, 186",95129,,info@acquelimpide.it,,,15.102302,37.511214,https://www.acquelimpideshop.com/,[]
DC,,,0,AIR SUB,0,Cagliari,IT,+39 070 506863 / +39 070 553918 ,CA,"VIA BALILLA, 24",9134,,airsub@tiscali.it,,,9.126678,39.245731,https://www.airsub.shop/,[]
DC,,,0,LA MANNA LORENZO,0,Palermo,IT,+39 091 252 6101 ,PA,"VIA  CRISTOFORO  SCOBAR, 57",90145,,info@apneastore.it,,,13.330587,38.127001,http://www.apneastore.it/,[]
DC,,,0,ALEMAR,0,Mazara del Vallo,IT,+39 351 810 1290 ,TP,"VIA G. IMPASTATO, 14",91026,,alemarsrlsmazara@libero.it,,,12.577145,37.657348,,[]
DC,,,0,NEOS SUB,0,Collepasso,IT,+39 0833 345860 / +39 329 4266807 ,LE,"VIA  GIAN BATTISTA  PERASSO, 33",73040,,info@neossub.it,,,18.167489,40.071239,https://www.neossub.it/,[]
DC,,,0,TIRRENIAN,0,Pontecagnano Faiano,IT,+39 089 84 29 737 ,SA,"VIA FIRENZE, 31",84098,,info@tirrenian.it,,,14.879705,40.638904,http://www.tirrenian.it/ita/default.aspx,[]
DC,,,0,GAMMA SPORT NET  s.r.l.s.,0,CANNIZZARO,IT,+39 095 716 9000 ,CT,VIA MARIO RAPISARDI 82,95021,,gammasportnet@gmail.com,,,15.131133,37.540501,,[]
DC,,,0,Hakuna Matata Imperia,0,Imperia,IT,+39 340 563 4868 / +39 0183 769350 ,IM,"LUNGOMARE AMERIGO VESPUCCI, 4",18100,,piccolahakuna@gmail.com,,,8.035279,43.887657,https://www.facebook.com/Hakunamatatapescaecaccia/,[]
DC,,,0,WILSON S.R.L.,0,Gallipoli,IT,+39 0833 262637 ,LE,"VIA KENNEDY, 3/A",73014,,paoloreali64@gmail.com,,,17.992938,40.055452,,[]
DC,,,0,TUTTO PESCA MARE,0,Gonnesa,IT,+39 0781 469332 ,CA,"CORSO MATTEOTTI, 225",9010,,info@tuttopescamare.com,,,8.468377,39.26257,https://www.tuttopescamare.com/,[]
DC,,,0,MARE NOSTRUM DIVING SNC,0,Palermo,IT,+39 328 169 8697 / +39 091 691 1944 ,PA,"VIA  MICHELE TITONE, 41",90129,,info@marenostrumdiving.it,,,13.338289,38.10718,http://www.marenostrumdiving.it/,[]
DC,,,0,TOTONNO NAUTICA PONZO,0,Ponzo,IT,+39 0771 80660 ,LT,PIAZZA CARLO PISACANE,4027,,mpaesano@alice.it,,,12.966255,40.894624,https://www.facebook.com/profile.php?id=100041452645785,[]
DC,,,0,SPORT HOUSE SNC,0,Pantelleria,IT,+39 0923 911455 / +39 339 192 4608 ,TP,"VIA BARLETTA, 3",91017,,sporthousepnl@gmail.com,,,11.942249,36.830316,https://sporthousepnl.business.site/,[]
DC,,,0,PRO DIVE,0,Villasimius,IT,+39 346 503 1425 ,SU,"VIA MAR NERO, 1",9049,,info@prodive.it,,,9.526806,39.132296,https://www.prodive.it/,[]
DC,,,0,NAUTICA STRAMANDINO PANAREA,0,Panarea,IT,+39 090 983036 ,ME,VIA SAN PIETRO,98050,,baxis@tin.it,,,15.075153,38.64081,https://nautica-stramandino-panarea.business.site/,[]
DC,,,0,AQUARIUM S.R.L.,0,Termini Imerese,IT,+39 091 8143016 ,PA,"VIA PIERSANTI MATTARELLA, 8",90018,,aquariumtermini@libero.it,,,13.689264,37.978495,https://www.aquariumtermini.com/,[]
DC,,,0,RADICAL TRICK,0,Marina di Carrara,IT,+39 0585 280637 ,MS,"VIA FELICE CAVALLOTTI, 5",54033,,radicaltricksurf@gmail.com,,,10.039476,44.041243,https://www.radicaltrick.com/,[]
DC,,,0,SCORZIELLO SASA S.R.L.,0,Battipaglia,IT,+39 0828 346435 ,SA,VIA BOSCO  II,84091,,info@sasafishing.com,,,15.010757,40.59112,https://www.sasafishing.com/,[]
DC,,,0,ASD Up and Down Giulianova,0,Giulianova,IT,+39 339 148 0416 ,TE,"VIA LA SPEZIA, 25",64021,,uadsub@gmail.com,,,13.971188,42.750082,https://www.facebook.com/upanddowngiulianova,[]
DC,,,0,NAUTISUB,0,Alghero,IT,+39 079 952433 ,SS,"VIA GARIBALDI, 45/E",7041,,nautisub@nautisub.com,,,8.317613,40.56421,https://www.nautisub.com/en/about-us/,[]
DC,,,0,ONDA BLU,0,Monopoli,IT,+39 080 887 4014 ,BA,"VIA G. LEOPARDI, 5",70043,,angelablu2009@live.it,,,17.306911,40.94508,https://www.facebook.com/Onda-Blu-392358740819748,[]
DC,,,0,DIVING CENTER REGGIO EMILIA SNC,0,Reggio Emilia,IT,+39 0522 280561 ,RE,"VIA ERNESTO CHE GUEVARA, 53L",42123,,diving_center@libero.it,,,10.6352,44.680306,https://www.facebook.com/divingcenterreggioemilia/?ref=page_internal,[]
DC,,,0,PUNTO PESCA,0,Iglesias,IT,+39 0781 22314 ,CI,"VIA BAUDI DI VESME, 11",9016,,info@articolipescasportiva.it,,,8.531068,39.313179,http://www.articolipescasportiva.it/,[]
DC,,,0,MARTINELLO PESCATORE,0,Albinia,IT,+39 0564 871786 ,GR,"VIA MAREMMANA, 48/A",58015,,martinellopescatore@hotmail.it,,,11.208753,42.500787,,[]
DC,,,0,DI CARO BIG,0,Sciacca,IT,+39 0925 993250 ,AG,VIA E. GHEZZI,92019,,dicarobig@gmail.com,,,13.108927,37.505485,https://www.dicarobig.com/,[]
DC,,,0,RIVIERA MARE,0,Messina,IT,+39 090 369 7855 ,ME,VIALE DELLA LIBERTA' 53,98121,,info@rivieramareme.it,,,15.560638,38.20508,https://www.facebook.com/rivieramaremessina,[]
DC,,,0,PONZA DIVING CENTER,0,Isola di Ponza,IT,+39 337 808 485 / +39 333 281 2558 ,LT,VIA BANCHINA SNC,4027,,info@ponzadiving.com,,,12.96527,40.894177,https://ponzadiving.com/,[]
DC,,,0,EXPLORA SRL,0,Bacoli,IT,+39 081 5233247 ,NA,VIA MOZART 1,80070,,info@explorafishing.com,,,14.077656,40.802174,,[]
DC,,,0,BLUE DOLPHIN,0,PALINURO DI CENTOLA,IT,+39 0974 931308 ,SA,VIA INDIPENDENZA 210,84051,,francofersula@gmail.com,,,15.289384,40.039992,,[]
DC,,,0,NAUTICA SAMMARCO,0,Taranto,IT,+39 099 979 6521 ,TA,"VIA NICOTERA, 95",74024,,nauticasammarco@gmail.com,,,17.634515,40.395138,https://www.nauticasammarco.it/,[]
DC,,,0,QUOTA 3000,0,Villafranca di Verona,IT,+39 045 630 1084 ,VR,"VIA POSTUMIA, 73",37069,,info@quota3000.it,,,10.868582,45.368979,https://quota3000.it/,[]
DC,,,0,BLUE DEEP,0,Rosà,IT,+ 39 0424 582297 / +39 320 652 8507 ,VI,"VIA TRASAGHIS, 15/C",36027,,info@www.blue-deep.it,,,11.762086,45.729848,https://www.blue-deep.it/,[]
DC,,,0,WAIBL,0,Merano,IT,+39 0473 44 93 72 ,BZ,"RIO SINIGO, 21",39012,,info@waibl.it,,,11.175013,46.633651,https://www.waibl.it/it-index.php,[]
DC,,,0,SCUBAZAR DI ANTONELLA MASSADORO,0,SAN MARCO EVANGELISTA,IT,+39 338 9727537 ,CE,VIA SAN MARCO 2/C,81020,,massimilianomusella@virgilio.it,,,14.339432,41.03951,,[]
DC,,,0,MASSUB,0,Lavagna,IT,+39 0185 599121 / +39 335 6435624 ,GE,PORTO TURISTICO 117,16033,,info@massub.com,,,9.33712,44.30854,https://www.massub.com/index.php/en/,[]
DC,,,0,NEW RO.PA. SPORT,0,Novara,IT,+39 0321463579 ,NO,"CORSO XIII MARZO, 255",28100,,info@newropasport.com,,,8.637936,45.431322,http://newropasport.com/index.php,[]
DC,,,0,NEW DIVER TECHNIC,0,Genova,IT,+39 340 268 2825 / +39 349 505 6081 ,GE,SALITA SUPERIORE DELLA NOCE 45/A R,16131,,info@newdivertechnic.com,,,8.971771,44.406233,http://www.newdivertechnic.com/,[]
DC,,,0,FACLA SPORT,0,Torre del Greco,IT,+39 081 849 3642 / +39 391 388 3408 ,NA,"VIA CIRCUMVALLAZIONE, 131",80059,,info@faclasport.it,,,14.372351,40.788819,https://faclasport.it/,[]
DC,,,0,TRE ANELLI SPORT,0,Portopalo di Capo,IT,+39 0931 842775 / +39 327 679 2011 ,SR,"VIA VITTORIO EMANUELE, 12",96010,,pierpaolo.beninato@tiscali.it,,,15.13702,36.6849,https://www.facebook.com/apescacontreanellisport/,[]
DC,,,0,EUROMAR S.R.L.,0,Sciacca,IT,+39 0925 22503 ,AG,VIA SAN PAOLO  29/31,92019,,info@euromarnautica.com,,,13.085415,37.504522,https://www.euromarnautica.com/,[]
DC,,,0,TUTTO PER LA PESCA,0,Civitavecchia,IT,+39 076624243 ,RM,"CORSO MARCONI, 57",53,,tuttoperlapesca@alice.it,,,11.790683,42.094083,https://tuttoperlapesca.com/,[]
DC,,,0,SEAGANG,0,Villaricca,IT,+39 324 784 5846 ,NA,CORSO ITALIA 394/384,80010,,seppiamimetica@tiscali.it,,,14.126212,40.877857,,[]
DC,,,0,PUNTO SUB,0,Castellammare del Golfo,IT,+39 0924 31088 ,TP,"VIALE LEONARDO DA VINCI, 98",91014,,puntosubonline@gmail.com,,,12.885021,38.023318,,[]
DC,,,0,BARONE GIOVANNI & C.  SNC,0,Santa Croce Camerina,IT,+39 932911737 ,RG,VIA CAUCANA 19,97017,,baronesnc@tin.it,,,14.524366,36.827307,,[]
DC,,,0,TUTTOPESCAFFARI SRL,0,Gaglianico Biella,IT,+39 0152 543155 ,BI,"VIA MATTEOTTI, 101",13894,,tuttopescasandigliano@hotmail.it,,,8.074501,45.534362,http://www.tuttopescaffari.it/,[]
DC,,,0,FERRAMENTA NAUTICA GIUA,0,Olbia,IT,+39 0789 24742 / +39 3497 152882 ,OT,"VIA REDIPUGLIA, 7",7026,,giuanautica@tiscali.it,,,9.495866,40.918104,https://www.ferramentanauticagiua.it/en/,[]
DC,,,0,ASD IMMERSIONI CON CASCHI & DIVERS ACADEMY ITALY,0,Mestre,IT,+39 334 944 3911 ,VE,"VIA BISSUOLA, 92G",30173,,im.caschiprofessionali@gmail.com,,,12.260563,45.493682,https://www.facebook.com/immersioni.concaschi/,[]
DC,,,0,AL MILANES IN MAR,0,Sanremo,IT,+39 0184 501420 ,IM,"NINO BIXIO, 71",18038,,info@almilanesinmar.it,,,7.778134,43.816078,https://www.almilanesinmar.it/,[]
DC,,,0,FISHING & SPORT,0,Porto Cervo,IT,+39 0789 96481 / +39 331 5885582 ,OT,LOC. ABBIADORI,7021,,fishingsport@libero.it,,,9.526328,41.097417,http://www.fishingsport.eu/,[]
DC,,,0,'SUB' AMICI DIVING CLUB,0,Montepaone,IT,+39 338 454 8960 / +39 347 402 1310 ,CZ,"STABILIMENTO BALNEARE MARINA BLU, VIALE DELLE REGIONI",88068,,info@subamicidiving.it,,,16.537794,38.721359,http://www.subamicidiving.it/,[]
DC,,,0,ACQUA SOTTOSOPRA,0,Varese,IT,+39 0332 239988 / +39 335 244522 ,VA,"VIA GIULIO GIORDANI, 68",21100,,acquasottosopra@gmail.com,,,8.791852,45.825672,https://www.sottosoprasub.it/,[]
DC,,scubadiving horizon,0,MAXI SPORT LISSONE,0,LISSONE,IT,+39 039 951 5016 ,MB,"VIA NUOVA VALASSINA, 358",20851,,maxisport@maxisport.com,,,9.225529,45.636827,http://www.maxisport.com,[]
DC,,mares_lab dc scubadiving xr freediving,0,Aqua Pro,0,Zilina,SK,+421 903 565006 ,Žilinský kraj,Vysokoskolakov 8,0,,eshop@aqua-pro.sk,,,18.757278,49.208895,https://www.aqua-pro.sk,[]
DC,,scubadiving horizon,0,PASSIONE SUB PARMA,0,FONTEVIVO,IT,+39 0521 151 1417 ,PR,"VIA RAFFAELLO SANZIO, 2",43010,,info@passionesubparma.it,,,10.207107,44.826554,https://www.passionesubparma.it/,[]
DC,,dc,0,Tauchbasis Geiseltalsee,0,Frankleben,DE,(0)3463 7602828 ,Sachsen-Anhalt,Naundorfer Str. 17,6259,,info@tauchbasis-geiseltalsee.de,,,11.921929,51.313004,https://www.tauchbasis-geiseltalsee.de,[]
DC,,dc,0,Tauchturm Wittenberge,0,Wittenberge,DE,(0)3877 567994600 ,Mecklenburg-Vorpommern,Bad-Wilsnacker-Str. 52,19322,,info@tauchturm-wittenberge.de,,,11.759115,52.990736,https://www.tauchturm-wittenberge.de,[]
DC,,dc,0,Tauch-Sport-Vienna,0,Wiener Neustadt,AT,+43 (0)664 1603983 ,Niederösterreich,Birkengasse 6,2700,,christian.altmann@tauch-sport-vienna.com,,,16.224753,47.817406,http://www.tauch-sport-vienna.com,[]
DC,,dc,0,Dive - Squad,0,Katzelsdorf,AT,+43 (0)664 3052238 ,Niederösterreich,Dorfgasse 23,2801,,tauchschule@divesquad.com,,,16.269321,47.775845,https://www.divesquad.com,[]
DC,,dc,0,Diving Weissensee,0,Stockenboi,AT,+43 (0)676 6517178 ,Kärnten,Mösel 11 - Strandbad Stockenboi,9714,,info@diving-weissensee.at,,,13.412724,46.702682,https://www.diving-weissensee.at,[]
DC,,mares_lab scubadiving,0,ScubaGear,0,København S,DK,+ 45 3254 4880 ,,Lindgrens Alle 6,2300,,info@scubagear.dk,,,12.621486,55.667082,https://scubagear.dk,[]
DC,,scubadiving,0,Sportsbutikken.dk,0,Albertslund,DK,+45 2578 3697 ,,"Roskildevij 16A, 1st Floor",2620,,salg@sportsbutikken.dk,,,12.363179,55.663875,https://sportsbutikken.dk,[]
DC,,scubadiving,0,SCANSUB DK DIVER,0,Roskilde,DK,+45 4675 0575 ,,Industrivej 51F,4000,,info@dkdiver.dk,,,12.13072,55.645748,https://dkdiver.dk,[]
DC,,scubadiving,0,Rødme Dyk,0,Stenstrup,DK,+45 2280 3440 ,,Rødmevej 44,5771,,gb@r-dyk.dk,,,10.488682,55.108269,https://www.r-dyk.dk,[]
DC,,scubadiving,0,Nordic Diving,0,Åbyhøj,DK,+45 8615 5521 ,,Silkeborgvej 232,8230,,hhb@nordicdiving.dk,,,10.167767,56.155481,https://nordicdiving.dk,[]
DC,,mares_lab dc scubadiving,0,Tauchschule Abyss,0,Meissen,DE,(0)3521 734647 ,Sachsen,Fabrikstraße 1a,1662,,meissen@tauchschule-abyss.com,,,13.488621,51.166451,https://www.tauchschule-abyss.com,[]
